runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.007001,0,1,3855,17334,3836,3836,3836,3836,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,0,0,0,0,0,0,0,0,0.098898,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,19
0.007659,0,1,4321,19486,4301,4301,4301,4301,0,0,0,0,0,0,0,0,0,0,0,6.7e-05,0,0,0,0,0,0,0,0,0.089388,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,20
0.008467,0,1,4659,21096,4629,4629,4629,4629,0,0,0,0,0,0,0,0,0,0,0,6.8e-05,0,0,0,0,0,0,0,0,0.098295,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,22
0.009534,0,1,4668,21137,4637,4637,4637,4637,0,0,0,0,0,0,0,0,0,0,0,6.7e-05,0,0,0,0,0,0,0,0,0.118678,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,23
0.013965,0,1,6302,28887,6266,6266,6266,6266,0,0,0,0,0,0,0,0,0,0,0,0.000112,0,0,0,0,0,0,0,0,0.144814,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,28
0.012969,0,1,6041,27648,6006,6006,6006,6006,0,0,0,0,0,0,0,0,0,0,0,0.000118,0,0,0,0,0,0,0,0,0.127716,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,27
0.01145,0,1,5518,25182,5485,5485,5485,5485,0,0,0,0,0,0,0,0,0,0,0,0.000119,0,0,0,0,0,0,0,0,0.113447,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,25
0.010562,0,1,5105,23196,5073,5073,5073,5073,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0.124073,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,24
0.01181,0,1,5614,25615,5580,5580,5580,5580,0,0,0,0,0,0,0,0,0,0,0,0.000109,0,0,0,0,0,0,0,0,0.126026,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,26
0.015595,0,1,6782,31170,6744,6744,6744,6744,0,0,0,0,0,0,0,0,0,0,0,0.000161,0,0,0,0,0,0,0,0,0.142733,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,30
